from_str,to_str,value,from,to
"[(0, 1), (1, 0), (2, 2), (4, 4)]","[(0, 1), (3, 2), (4, 4)]",C,26,109
"[(0, 1), (0, 4), (3, 2), (4, 0)]","[(0, 1), (3, 2), (4, 4)]",C,58,109
"[(0, 1), (0, 2), (3, 0), (4, 4)]","[(0, 1), (3, 2), (4, 4)]",C,76,109
"[(0, 1), (1, 4), (2, 2), (4, 0)]","[(0, 1), (2, 2), (5, 4)]",C,25,110
"[(0, 1), (1, 0), (2, 2), (4, 4)]","[(0, 1), (2, 2), (5, 4)]",C,26,110
"[(0, 1), (0, 4), (2, 2), (5, 0)]","[(0, 1), (2, 2), (5, 4)]",C,63,110
"[(0, 1), (0, 2), (2, 0), (5, 4)]","[(0, 1), (2, 2), (5, 4)]",C,70,110
"[(0, 1), (1, 4), (2, 2), (4, 0)]","[(0, 1), (1, 4), (6, 2)]",C,25,111
"[(0, 1), (1, 4), (2, 0), (4, 2)]","[(0, 1), (1, 4), (6, 2)]",C,27,111
"[(0, 1), (0, 4), (1, 0), (6, 2)]","[(0, 1), (1, 4), (6, 2)]",C,64,111
"[(0, 1), (0, 2), (1, 4), (6, 0)]","[(0, 1), (1, 4), (6, 2)]",C,71,111
"[(0, 1), (1, 4), (2, 0), (4, 2)]","[(0, 1), (3, 4), (4, 2)]",C,27,112
"[(0, 1), (1, 0), (2, 4), (4, 2)]","[(0, 1), (3, 4), (4, 2)]",C,28,112
"[(0, 1), (0, 4), (3, 0), (4, 2)]","[(0, 1), (3, 4), (4, 2)]",C,67,112
"[(0, 1), (0, 2), (3, 4), (4, 0)]","[(0, 1), (3, 4), (4, 2)]",C,69,112
"[(0, 3), (0, 4), (1, 0), (2, 0), (4, 0)]","[(0, 7), (1, 0), (2, 0), (4, 0)]",C,35,113
"[(0, 2), (0, 5), (1, 0), (2, 0), (4, 0)]","[(0, 7), (1, 0), (2, 0), (4, 0)]",C,36,113
"[(0, 1), (0, 6), (1, 0), (2, 0), (4, 0)]","[(0, 7), (1, 0), (2, 0), (4, 0)]",C,37,113
"[(1, 7), (2, 0), (4, 0)]","[(0, 7), (1, 0), (2, 0), (4, 0)]",R,128,113
"[(1, 0), (2, 7), (4, 0)]","[(0, 7), (1, 0), (2, 0), (4, 0)]",R,137,113
"[(1, 0), (2, 0), (4, 7)]","[(0, 7), (1, 0), (2, 0), (4, 0)]",R,142,113
"[(0, 3), (0, 4), (1, 0), (2, 0), (4, 0)]","[(0, 3), (0, 4), (3, 0), (4, 0)]",C,35,114
"[(0, 1), (0, 2), (0, 4), (3, 0), (4, 0)]","[(0, 3), (0, 4), (3, 0), (4, 0)]",C,38,114
"[(0, 4), (3, 3), (4, 0)]","[(0, 3), (0, 4), (3, 0), (4, 0)]",R,124,114
"[(0, 4), (3, 0), (4, 3)]","[(0, 3), (0, 4), (3, 0), (4, 0)]",R,144,114
"[(0, 3), (3, 4), (4, 0)]","[(0, 3), (0, 4), (3, 0), (4, 0)]",R,159,114
"[(0, 3), (3, 0), (4, 4)]","[(0, 3), (0, 4), (3, 0), (4, 0)]",R,165,114
"[(0, 3), (0, 4), (1, 0), (2, 0), (4, 0)]","[(0, 3), (0, 4), (2, 0), (5, 0)]",C,35,115
"[(0, 1), (0, 2), (0, 4), (2, 0), (5, 0)]","[(0, 3), (0, 4), (2, 0), (5, 0)]",C,39,115
"[(0, 4), (2, 0), (5, 3)]","[(0, 3), (0, 4), (2, 0), (5, 0)]",R,125,115
"[(0, 4), (2, 3), (5, 0)]","[(0, 3), (0, 4), (2, 0), (5, 0)]",R,140,115
"[(0, 3), (2, 0), (5, 4)]","[(0, 3), (0, 4), (2, 0), (5, 0)]",R,160,115
"[(0, 3), (2, 4), (5, 0)]","[(0, 3), (0, 4), (2, 0), (5, 0)]",R,163,115
"[(0, 3), (0, 4), (1, 0), (2, 0), (4, 0)]","[(0, 3), (0, 4), (1, 0), (6, 0)]",C,35,116
"[(0, 1), (0, 2), (0, 4), (1, 0), (6, 0)]","[(0, 3), (0, 4), (1, 0), (6, 0)]",C,40,116
"[(0, 4), (1, 3), (6, 0)]","[(0, 3), (0, 4), (1, 0), (6, 0)]",R,132,116
"[(0, 4), (1, 0), (6, 3)]","[(0, 3), (0, 4), (1, 0), (6, 0)]",R,135,116
"[(0, 3), (1, 4), (6, 0)]","[(0, 3), (0, 4), (1, 0), (6, 0)]",R,161,116
"[(0, 3), (1, 0), (6, 4)]","[(0, 3), (0, 4), (1, 0), (6, 0)]",R,164,116
"[(0, 2), (0, 5), (1, 0), (2, 0), (4, 0)]","[(0, 2), (0, 5), (3, 0), (4, 0)]",C,36,117
"[(0, 1), (0, 2), (0, 4), (3, 0), (4, 0)]","[(0, 2), (0, 5), (3, 0), (4, 0)]",C,38,117
"[(0, 2), (3, 5), (4, 0)]","[(0, 2), (0, 5), (3, 0), (4, 0)]",R,126,117
"[(0, 2), (3, 0), (4, 5)]","[(0, 2), (0, 5), (3, 0), (4, 0)]",R,145,117
"[(0, 5), (3, 2), (4, 0)]","[(0, 2), (0, 5), (3, 0), (4, 0)]",R,148,117
"[(0, 5), (3, 0), (4, 2)]","[(0, 2), (0, 5), (3, 0), (4, 0)]",R,157,117
"[(0, 2), (0, 5), (1, 0), (2, 0), (4, 0)]","[(0, 2), (0, 5), (2, 0), (5, 0)]",C,36,118
"[(0, 1), (0, 2), (0, 4), (2, 0), (5, 0)]","[(0, 2), (0, 5), (2, 0), (5, 0)]",C,39,118
"[(0, 2), (2, 0), (5, 5)]","[(0, 2), (0, 5), (2, 0), (5, 0)]",R,127,118
"[(0, 2), (2, 5), (5, 0)]","[(0, 2), (0, 5), (2, 0), (5, 0)]",R,141,118
"[(0, 5), (2, 0), (5, 2)]","[(0, 2), (0, 5), (2, 0), (5, 0)]",R,149,118
"[(0, 5), (2, 2), (5, 0)]","[(0, 2), (0, 5), (2, 0), (5, 0)]",R,154,118
"[(0, 2), (0, 5), (1, 0), (2, 0), (4, 0)]","[(0, 2), (0, 5), (1, 0), (6, 0)]",C,36,119
"[(0, 1), (0, 2), (0, 4), (1, 0), (6, 0)]","[(0, 2), (0, 5), (1, 0), (6, 0)]",C,40,119
"[(0, 2), (1, 5), (6, 0)]","[(0, 2), (0, 5), (1, 0), (6, 0)]",R,133,119
"[(0, 2), (1, 0), (6, 5)]","[(0, 2), (0, 5), (1, 0), (6, 0)]",R,136,119
"[(0, 5), (1, 2), (6, 0)]","[(0, 2), (0, 5), (1, 0), (6, 0)]",R,150,119
"[(0, 5), (1, 0), (6, 2)]","[(0, 2), (0, 5), (1, 0), (6, 0)]",R,155,119
"[(0, 1), (0, 6), (1, 0), (2, 0), (4, 0)]","[(0, 1), (0, 6), (3, 0), (4, 0)]",C,37,120
"[(0, 1), (0, 2), (0, 4), (3, 0), (4, 0)]","[(0, 1), (0, 6), (3, 0), (4, 0)]",C,38,120
"[(0, 6), (3, 1), (4, 0)]","[(0, 1), (0, 6), (3, 0), (4, 0)]",R,129,120
"[(0, 6), (3, 0), (4, 1)]","[(0, 1), (0, 6), (3, 0), (4, 0)]",R,143,120
"[(0, 1), (3, 6), (4, 0)]","[(0, 1), (0, 6), (3, 0), (4, 0)]",R,146,120
"[(0, 1), (3, 0), (4, 6)]","[(0, 1), (0, 6), (3, 0), (4, 0)]",R,158,120
"[(0, 1), (0, 6), (1, 0), (2, 0), (4, 0)]","[(0, 1), (0, 6), (2, 0), (5, 0)]",C,37,121
"[(0, 1), (0, 2), (0, 4), (2, 0), (5, 0)]","[(0, 1), (0, 6), (2, 0), (5, 0)]",C,39,121
"[(0, 6), (2, 0), (5, 1)]","[(0, 1), (0, 6), (2, 0), (5, 0)]",R,130,121
"[(0, 6), (2, 1), (5, 0)]","[(0, 1), (0, 6), (2, 0), (5, 0)]",R,138,121
"[(0, 1), (2, 0), (5, 6)]","[(0, 1), (0, 6), (2, 0), (5, 0)]",R,147,121
"[(0, 1), (2, 6), (5, 0)]","[(0, 1), (0, 6), (2, 0), (5, 0)]",R,156,121
"[(0, 1), (0, 6), (1, 0), (2, 0), (4, 0)]","[(0, 1), (0, 6), (1, 0), (6, 0)]",C,37,122
"[(0, 1), (0, 2), (0, 4), (1, 0), (6, 0)]","[(0, 1), (0, 6), (1, 0), (6, 0)]",C,40,122
"[(0, 6), (1, 1), (6, 0)]","[(0, 1), (0, 6), (1, 0), (6, 0)]",R,131,122
"[(0, 6), (1, 0), (6, 1)]","[(0, 1), (0, 6), (1, 0), (6, 0)]",R,139,122
"[(0, 1), (1, 6), (6, 0)]","[(0, 1), (0, 6), (1, 0), (6, 0)]",R,151,122
"[(0, 1), (1, 0), (6, 6)]","[(0, 1), (0, 6), (1, 0), (6, 0)]",R,153,122
"[(0, 1), (0, 2), (0, 4), (3, 0), (4, 0)]","[(0, 1), (0, 2), (0, 4), (7, 0)]",C,38,123
"[(0, 1), (0, 2), (0, 4), (2, 0), (5, 0)]","[(0, 1), (0, 2), (0, 4), (7, 0)]",C,39,123
"[(0, 1), (0, 2), (0, 4), (1, 0), (6, 0)]","[(0, 1), (0, 2), (0, 4), (7, 0)]",C,40,123
"[(0, 2), (0, 4), (7, 1)]","[(0, 1), (0, 2), (0, 4), (7, 0)]",R,134,123
"[(0, 1), (0, 4), (7, 2)]","[(0, 1), (0, 2), (0, 4), (7, 0)]",R,152,123
"[(0, 1), (0, 2), (7, 4)]","[(0, 1), (0, 2), (0, 4), (7, 0)]",R,162,123
"[(0, 4), (1, 1), (2, 2), (4, 0)]","[(0, 4), (3, 3), (4, 0)]",C,11,124
"[(0, 4), (1, 2), (2, 1), (4, 0)]","[(0, 4), (3, 3), (4, 0)]",C,15,124
"[(0, 4), (1, 3), (2, 0), (4, 0)]","[(0, 4), (3, 3), (4, 0)]",C,42,124
"[(0, 2), (0, 4), (3, 1), (4, 0)]","[(0, 4), (3, 3), (4, 0)]",C,44,124
"[(0, 4), (1, 0), (2, 3), (4, 0)]","[(0, 4), (3, 3), (4, 0)]",C,48,124
"[(0, 1), (0, 4), (3, 2), (4, 0)]","[(0, 4), (3, 3), (4, 0)]",C,58,124
"[(0, 3), (0, 4), (3, 0), (4, 0)]","[(0, 4), (3, 3), (4, 0)]",C,114,124
"[(3, 3), (4, 4)]","[(0, 4), (3, 3), (4, 0)]",R,166,124
"[(0, 4), (1, 1), (2, 0), (4, 2)]","[(0, 4), (2, 0), (5, 3)]",C,12,125
"[(0, 4), (1, 2), (2, 0), (4, 1)]","[(0, 4), (2, 0), (5, 3)]",C,19,125
"[(0, 4), (1, 3), (2, 0), (4, 0)]","[(0, 4), (2, 0), (5, 3)]",C,42,125
"[(0, 2), (0, 4), (2, 0), (5, 1)]","[(0, 4), (2, 0), (5, 3)]",C,45,125
"[(0, 4), (1, 0), (2, 0), (4, 3)]","[(0, 4), (2, 0), (5, 3)]",C,53,125
"[(0, 1), (0, 4), (2, 0), (5, 2)]","[(0, 4), (2, 0), (5, 3)]",C,59,125
"[(0, 3), (0, 4), (2, 0), (5, 0)]","[(0, 4), (2, 0), (5, 3)]",C,115,125
"[(2, 4), (5, 3)]","[(0, 4), (2, 0), (5, 3)]",R,172,125
"[(0, 2), (1, 1), (2, 4), (4, 0)]","[(0, 2), (3, 5), (4, 0)]",C,13,126
"[(0, 2), (1, 4), (2, 1), (4, 0)]","[(0, 2), (3, 5), (4, 0)]",C,17,126
"[(0, 2), (1, 5), (2, 0), (4, 0)]","[(0, 2), (3, 5), (4, 0)]",C,43,126
"[(0, 2), (0, 4), (3, 1), (4, 0)]","[(0, 2), (3, 5), (4, 0)]",C,44,126
"[(0, 2), (1, 0), (2, 5), (4, 0)]","[(0, 2), (3, 5), (4, 0)]",C,49,126
"[(0, 1), (0, 2), (3, 4), (4, 0)]","[(0, 2), (3, 5), (4, 0)]",C,69,126
"[(0, 2), (0, 5), (3, 0), (4, 0)]","[(0, 2), (3, 5), (4, 0)]",C,117,126
"[(3, 5), (4, 2)]","[(0, 2), (3, 5), (4, 0)]",R,171,126
"[(0, 2), (1, 1), (2, 0), (4, 4)]","[(0, 2), (2, 0), (5, 5)]",C,14,127
"[(0, 2), (1, 4), (2, 0), (4, 1)]","[(0, 2), (2, 0), (5, 5)]",C,21,127
"[(0, 2), (1, 5), (2, 0), (4, 0)]","[(0, 2), (2, 0), (5, 5)]",C,43,127
"[(0, 2), (0, 4), (2, 0), (5, 1)]","[(0, 2), (2, 0), (5, 5)]",C,45,127
"[(0, 2), (1, 0), (2, 0), (4, 5)]","[(0, 2), (2, 0), (5, 5)]",C,54,127
"[(0, 1), (0, 2), (2, 0), (5, 4)]","[(0, 2), (2, 0), (5, 5)]",C,70,127
"[(0, 2), (0, 5), (2, 0), (5, 0)]","[(0, 2), (2, 0), (5, 5)]",C,118,127
"[(2, 2), (5, 5)]","[(0, 2), (2, 0), (5, 5)]",R,167,127
"[(0, 6), (1, 1), (2, 0), (4, 0)]","[(1, 7), (2, 0), (4, 0)]",C,41,128
"[(0, 4), (1, 3), (2, 0), (4, 0)]","[(1, 7), (2, 0), (4, 0)]",C,42,128
"[(0, 2), (1, 5), (2, 0), (4, 0)]","[(1, 7), (2, 0), (4, 0)]",C,43,128
"[(0, 5), (1, 2), (2, 0), (4, 0)]","[(1, 7), (2, 0), (4, 0)]",C,56,128
"[(0, 1), (1, 6), (2, 0), (4, 0)]","[(1, 7), (2, 0), (4, 0)]",C,57,128
"[(0, 3), (1, 4), (2, 0), (4, 0)]","[(1, 7), (2, 0), (4, 0)]",C,68,128
"[(0, 7), (1, 0), (2, 0), (4, 0)]","[(1, 7), (2, 0), (4, 0)]",C,113,128
"[(0, 6), (1, 1), (2, 0), (4, 0)]","[(0, 6), (3, 1), (4, 0)]",C,41,129
"[(0, 2), (0, 4), (3, 1), (4, 0)]","[(0, 6), (3, 1), (4, 0)]",C,44,129
"[(0, 6), (1, 0), (2, 1), (4, 0)]","[(0, 6), (3, 1), (4, 0)]",C,47,129
"[(0, 1), (0, 6), (3, 0), (4, 0)]","[(0, 6), (3, 1), (4, 0)]",C,120,129
"[(3, 1), (4, 6)]","[(0, 6), (3, 1), (4, 0)]",R,173,129
"[(0, 6), (1, 1), (2, 0), (4, 0)]","[(0, 6), (2, 0), (5, 1)]",C,41,130
"[(0, 2), (0, 4), (2, 0), (5, 1)]","[(0, 6), (2, 0), (5, 1)]",C,45,130
"[(0, 6), (1, 0), (2, 0), (4, 1)]","[(0, 6), (2, 0), (5, 1)]",C,52,130
"[(0, 1), (0, 6), (2, 0), (5, 0)]","[(0, 6), (2, 0), (5, 1)]",C,121,130
"[(2, 6), (5, 1)]","[(0, 6), (2, 0), (5, 1)]",R,170,130
"[(0, 6), (1, 1), (2, 0), (4, 0)]","[(0, 6), (1, 1), (6, 0)]",C,41,131
"[(0, 2), (0, 4), (1, 1), (6, 0)]","[(0, 6), (1, 1), (6, 0)]",C,46,131
"[(0, 1), (0, 6), (1, 0), (6, 0)]","[(0, 6), (1, 1), (6, 0)]",C,122,131
"[(1, 1), (6, 6)]","[(0, 6), (1, 1), (6, 0)]",R,168,131
"[(0, 4), (1, 3), (2, 0), (4, 0)]","[(0, 4), (1, 3), (6, 0)]",C,42,132
"[(0, 2), (0, 4), (1, 1), (6, 0)]","[(0, 4), (1, 3), (6, 0)]",C,46,132
"[(0, 1), (0, 4), (1, 2), (6, 0)]","[(0, 4), (1, 3), (6, 0)]",C,60,132
"[(0, 3), (0, 4), (1, 0), (6, 0)]","[(0, 4), (1, 3), (6, 0)]",C,116,132
"[(1, 3), (6, 4)]","[(0, 4), (1, 3), (6, 0)]",R,174,132
"[(0, 2), (1, 5), (2, 0), (4, 0)]","[(0, 2), (1, 5), (6, 0)]",C,43,133
"[(0, 2), (0, 4), (1, 1), (6, 0)]","[(0, 2), (1, 5), (6, 0)]",C,46,133
"[(0, 1), (0, 2), (1, 4), (6, 0)]","[(0, 2), (1, 5), (6, 0)]",C,71,133
"[(0, 2), (0, 5), (1, 0), (6, 0)]","[(0, 2), (1, 5), (6, 0)]",C,119,133
"[(1, 5), (6, 2)]","[(0, 2), (1, 5), (6, 0)]",R,169,133
"[(0, 2), (0, 4), (3, 1), (4, 0)]","[(0, 2), (0, 4), (7, 1)]",C,44,134
"[(0, 2), (0, 4), (2, 0), (5, 1)]","[(0, 2), (0, 4), (7, 1)]",C,45,134
"[(0, 2), (0, 4), (1, 1), (6, 0)]","[(0, 2), (0, 4), (7, 1)]",C,46,134
"[(0, 2), (0, 4), (2, 1), (5, 0)]","[(0, 2), (0, 4), (7, 1)]",C,50,134
"[(0, 2), (0, 4), (1, 0), (6, 1)]","[(0, 2), (0, 4), (7, 1)]",C,51,134
"[(0, 2), (0, 4), (3, 0), (4, 1)]","[(0, 2), (0, 4), (7, 1)]",C,55,134
"[(0, 1), (0, 2), (0, 4), (7, 0)]","[(0, 2), (0, 4), (7, 1)]",C,123,134
"[(0, 4), (1, 0), (2, 1), (4, 2)]","[(0, 4), (1, 0), (6, 3)]",C,16,135
"[(0, 4), (1, 0), (2, 2), (4, 1)]","[(0, 4), (1, 0), (6, 3)]",C,20,135
"[(0, 4), (1, 0), (2, 3), (4, 0)]","[(0, 4), (1, 0), (6, 3)]",C,48,135
"[(0, 2), (0, 4), (1, 0), (6, 1)]","[(0, 4), (1, 0), (6, 3)]",C,51,135
"[(0, 4), (1, 0), (2, 0), (4, 3)]","[(0, 4), (1, 0), (6, 3)]",C,53,135
"[(0, 1), (0, 4), (1, 0), (6, 2)]","[(0, 4), (1, 0), (6, 3)]",C,64,135
"[(0, 3), (0, 4), (1, 0), (6, 0)]","[(0, 4), (1, 0), (6, 3)]",C,116,135
"[(1, 4), (6, 3)]","[(0, 4), (1, 0), (6, 3)]",R,179,135
"[(0, 2), (1, 0), (2, 1), (4, 4)]","[(0, 2), (1, 0), (6, 5)]",C,18,136
"[(0, 2), (1, 0), (2, 4), (4, 1)]","[(0, 2), (1, 0), (6, 5)]",C,22,136
"[(0, 2), (1, 0), (2, 5), (4, 0)]","[(0, 2), (1, 0), (6, 5)]",C,49,136
"[(0, 2), (0, 4), (1, 0), (6, 1)]","[(0, 2), (1, 0), (6, 5)]",C,51,136
"[(0, 2), (1, 0), (2, 0), (4, 5)]","[(0, 2), (1, 0), (6, 5)]",C,54,136
"[(0, 1), (0, 2), (1, 0), (6, 4)]","[(0, 2), (1, 0), (6, 5)]",C,74,136
"[(0, 2), (0, 5), (1, 0), (6, 0)]","[(0, 2), (1, 0), (6, 5)]",C,119,136
"[(1, 2), (6, 5)]","[(0, 2), (1, 0), (6, 5)]",R,176,136
"[(0, 6), (1, 0), (2, 1), (4, 0)]","[(1, 0), (2, 7), (4, 0)]",C,47,137
"[(0, 4), (1, 0), (2, 3), (4, 0)]","[(1, 0), (2, 7), (4, 0)]",C,48,137
"[(0, 2), (1, 0), (2, 5), (4, 0)]","[(1, 0), (2, 7), (4, 0)]",C,49,137
"[(0, 5), (1, 0), (2, 2), (4, 0)]","[(1, 0), (2, 7), (4, 0)]",C,61,137
"[(0, 1), (1, 0), (2, 6), (4, 0)]","[(1, 0), (2, 7), (4, 0)]",C,62,137
"[(0, 3), (1, 0), (2, 4), (4, 0)]","[(1, 0), (2, 7), (4, 0)]",C,72,137
"[(0, 7), (1, 0), (2, 0), (4, 0)]","[(1, 0), (2, 7), (4, 0)]",C,113,137
"[(0, 6), (1, 0), (2, 1), (4, 0)]","[(0, 6), (2, 1), (5, 0)]",C,47,138
"[(0, 2), (0, 4), (2, 1), (5, 0)]","[(0, 6), (2, 1), (5, 0)]",C,50,138
"[(0, 1), (0, 6), (2, 0), (5, 0)]","[(0, 6), (2, 1), (5, 0)]",C,121,138
"[(2, 1), (5, 6)]","[(0, 6), (2, 1), (5, 0)]",R,175,138
"[(0, 6), (1, 0), (2, 1), (4, 0)]","[(0, 6), (1, 0), (6, 1)]",C,47,139
"[(0, 2), (0, 4), (1, 0), (6, 1)]","[(0, 6), (1, 0), (6, 1)]",C,51,139
"[(0, 6), (1, 0), (2, 0), (4, 1)]","[(0, 6), (1, 0), (6, 1)]",C,52,139
"[(0, 1), (0, 6), (1, 0), (6, 0)]","[(0, 6), (1, 0), (6, 1)]",C,122,139
"[(1, 6), (6, 1)]","[(0, 6), (1, 0), (6, 1)]",R,177,139
"[(0, 4), (1, 0), (2, 3), (4, 0)]","[(0, 4), (2, 3), (5, 0)]",C,48,140
"[(0, 2), (0, 4), (2, 1), (5, 0)]","[(0, 4), (2, 3), (5, 0)]",C,50,140
"[(0, 1), (0, 4), (2, 2), (5, 0)]","[(0, 4), (2, 3), (5, 0)]",C,63,140
"[(0, 3), (0, 4), (2, 0), (5, 0)]","[(0, 4), (2, 3), (5, 0)]",C,115,140
"[(2, 3), (5, 4)]","[(0, 4), (2, 3), (5, 0)]",R,180,140
"[(0, 2), (1, 0), (2, 5), (4, 0)]","[(0, 2), (2, 5), (5, 0)]",C,49,141
"[(0, 2), (0, 4), (2, 1), (5, 0)]","[(0, 2), (2, 5), (5, 0)]",C,50,141
"[(0, 1), (0, 2), (2, 4), (5, 0)]","[(0, 2), (2, 5), (5, 0)]",C,73,141
"[(0, 2), (0, 5), (2, 0), (5, 0)]","[(0, 2), (2, 5), (5, 0)]",C,118,141
"[(2, 5), (5, 2)]","[(0, 2), (2, 5), (5, 0)]",R,178,141
"[(0, 6), (1, 0), (2, 0), (4, 1)]","[(1, 0), (2, 0), (4, 7)]",C,52,142
"[(0, 4), (1, 0), (2, 0), (4, 3)]","[(1, 0), (2, 0), (4, 7)]",C,53,142
"[(0, 2), (1, 0), (2, 0), (4, 5)]","[(1, 0), (2, 0), (4, 7)]",C,54,142
"[(0, 5), (1, 0), (2, 0), (4, 2)]","[(1, 0), (2, 0), (4, 7)]",C,65,142
"[(0, 1), (1, 0), (2, 0), (4, 6)]","[(1, 0), (2, 0), (4, 7)]",C,66,142
"[(0, 3), (1, 0), (2, 0), (4, 4)]","[(1, 0), (2, 0), (4, 7)]",C,75,142
"[(0, 7), (1, 0), (2, 0), (4, 0)]","[(1, 0), (2, 0), (4, 7)]",C,113,142
"[(0, 6), (1, 0), (2, 0), (4, 1)]","[(0, 6), (3, 0), (4, 1)]",C,52,143
"[(0, 2), (0, 4), (3, 0), (4, 1)]","[(0, 6), (3, 0), (4, 1)]",C,55,143
"[(0, 1), (0, 6), (3, 0), (4, 0)]","[(0, 6), (3, 0), (4, 1)]",C,120,143
"[(3, 6), (4, 1)]","[(0, 6), (3, 0), (4, 1)]",R,181,143
"[(0, 4), (1, 0), (2, 0), (4, 3)]","[(0, 4), (3, 0), (4, 3)]",C,53,144
"[(0, 2), (0, 4), (3, 0), (4, 1)]","[(0, 4), (3, 0), (4, 3)]",C,55,144
"[(0, 1), (0, 4), (3, 0), (4, 2)]","[(0, 4), (3, 0), (4, 3)]",C,67,144
"[(0, 3), (0, 4), (3, 0), (4, 0)]","[(0, 4), (3, 0), (4, 3)]",C,114,144
"[(3, 4), (4, 3)]","[(0, 4), (3, 0), (4, 3)]",R,183,144
"[(0, 2), (1, 0), (2, 0), (4, 5)]","[(0, 2), (3, 0), (4, 5)]",C,54,145
"[(0, 2), (0, 4), (3, 0), (4, 1)]","[(0, 2), (3, 0), (4, 5)]",C,55,145
"[(0, 1), (0, 2), (3, 0), (4, 4)]","[(0, 2), (3, 0), (4, 5)]",C,76,145
"[(0, 2), (0, 5), (3, 0), (4, 0)]","[(0, 2), (3, 0), (4, 5)]",C,117,145
"[(3, 2), (4, 5)]","[(0, 2), (3, 0), (4, 5)]",R,182,145
"[(0, 1), (1, 2), (2, 4), (4, 0)]","[(0, 1), (3, 6), (4, 0)]",C,23,146
"[(0, 1), (1, 4), (2, 2), (4, 0)]","[(0, 1), (3, 6), (4, 0)]",C,25,146
"[(0, 1), (1, 6), (2, 0), (4, 0)]","[(0, 1), (3, 6), (4, 0)]",C,57,146
"[(0, 1), (0, 4), (3, 2), (4, 0)]","[(0, 1), (3, 6), (4, 0)]",C,58,146
"[(0, 1), (1, 0), (2, 6), (4, 0)]","[(0, 1), (3, 6), (4, 0)]",C,62,146
"[(0, 1), (0, 2), (3, 4), (4, 0)]","[(0, 1), (3, 6), (4, 0)]",C,69,146
"[(0, 1), (0, 6), (3, 0), (4, 0)]","[(0, 1), (3, 6), (4, 0)]",C,120,146
"[(3, 6), (4, 1)]","[(0, 1), (3, 6), (4, 0)]",R,181,146
"[(0, 1), (1, 2), (2, 0), (4, 4)]","[(0, 1), (2, 0), (5, 6)]",C,24,147
"[(0, 1), (1, 4), (2, 0), (4, 2)]","[(0, 1), (2, 0), (5, 6)]",C,27,147
"[(0, 1), (1, 6), (2, 0), (4, 0)]","[(0, 1), (2, 0), (5, 6)]",C,57,147
"[(0, 1), (0, 4), (2, 0), (5, 2)]","[(0, 1), (2, 0), (5, 6)]",C,59,147
"[(0, 1), (1, 0), (2, 0), (4, 6)]","[(0, 1), (2, 0), (5, 6)]",C,66,147
"[(0, 1), (0, 2), (2, 0), (5, 4)]","[(0, 1), (2, 0), (5, 6)]",C,70,147
"[(0, 1), (0, 6), (2, 0), (5, 0)]","[(0, 1), (2, 0), (5, 6)]",C,121,147
"[(2, 1), (5, 6)]","[(0, 1), (2, 0), (5, 6)]",R,175,147
"[(0, 5), (1, 2), (2, 0), (4, 0)]","[(0, 5), (3, 2), (4, 0)]",C,56,148
"[(0, 1), (0, 4), (3, 2), (4, 0)]","[(0, 5), (3, 2), (4, 0)]",C,58,148
"[(0, 5), (1, 0), (2, 2), (4, 0)]","[(0, 5), (3, 2), (4, 0)]",C,61,148
"[(0, 2), (0, 5), (3, 0), (4, 0)]","[(0, 5), (3, 2), (4, 0)]",C,117,148
"[(3, 2), (4, 5)]","[(0, 5), (3, 2), (4, 0)]",R,182,148
"[(0, 5), (1, 2), (2, 0), (4, 0)]","[(0, 5), (2, 0), (5, 2)]",C,56,149
"[(0, 1), (0, 4), (2, 0), (5, 2)]","[(0, 5), (2, 0), (5, 2)]",C,59,149
"[(0, 5), (1, 0), (2, 0), (4, 2)]","[(0, 5), (2, 0), (5, 2)]",C,65,149
"[(0, 2), (0, 5), (2, 0), (5, 0)]","[(0, 5), (2, 0), (5, 2)]",C,118,149
"[(2, 5), (5, 2)]","[(0, 5), (2, 0), (5, 2)]",R,178,149
"[(0, 5), (1, 2), (2, 0), (4, 0)]","[(0, 5), (1, 2), (6, 0)]",C,56,150
"[(0, 1), (0, 4), (1, 2), (6, 0)]","[(0, 5), (1, 2), (6, 0)]",C,60,150
"[(0, 2), (0, 5), (1, 0), (6, 0)]","[(0, 5), (1, 2), (6, 0)]",C,119,150
"[(1, 2), (6, 5)]","[(0, 5), (1, 2), (6, 0)]",R,176,150
"[(0, 1), (1, 6), (2, 0), (4, 0)]","[(0, 1), (1, 6), (6, 0)]",C,57,151
"[(0, 1), (0, 4), (1, 2), (6, 0)]","[(0, 1), (1, 6), (6, 0)]",C,60,151
"[(0, 1), (0, 2), (1, 4), (6, 0)]","[(0, 1), (1, 6), (6, 0)]",C,71,151
"[(0, 1), (0, 6), (1, 0), (6, 0)]","[(0, 1), (1, 6), (6, 0)]",C,122,151
"[(1, 6), (6, 1)]","[(0, 1), (1, 6), (6, 0)]",R,177,151
"[(0, 1), (0, 4), (3, 2), (4, 0)]","[(0, 1), (0, 4), (7, 2)]",C,58,152
"[(0, 1), (0, 4), (2, 0), (5, 2)]","[(0, 1), (0, 4), (7, 2)]",C,59,152
"[(0, 1), (0, 4), (1, 2), (6, 0)]","[(0, 1), (0, 4), (7, 2)]",C,60,152
"[(0, 1), (0, 4), (2, 2), (5, 0)]","[(0, 1), (0, 4), (7, 2)]",C,63,152
"[(0, 1), (0, 4), (1, 0), (6, 2)]","[(0, 1), (0, 4), (7, 2)]",C,64,152
